timestamp,4132202a,4132202b,4096834a,4096834b,4143990a,4143990b,4096838a,4096838b,4096906a,4096906b,4161262a,4161262b,4096842a,4096842b,4096846a,4096846b,4133374a,4133374b,4096850a,4096850b,4096854a,4096854b,4144010a,4144010b,4166510a,4166510b,4144030a,4144030b,4096862a,4096862b,4177252a,4177252b,4096938a,4096938b,4144034a,4144034b,4096870a,4096870b,4096998a,4096998b,4096930a,4096930b,4096878a,4096878b,4096882a,4096882b,4096886a,4096886b,4096890a,4096890b,4143982a,4143982b,4143974a,4143974b,4096898a,4096898b,4097058a,4097058b,4096934a,4096934b,4096830a,4096830b
1469707211,6,18,7,19,8,20,10,22,11,23,12,24,13,24,14,25,15,26,16,27,17,28,18,29,1,19,1,20,2,20,2,21,3,22,4,22,4,23,5,24,6,24,6,25,8,27,10,28,11,30,12,31,1,14,1,14,2,16,3,17,3,17
1469707221,6,17,7,18,8,19,10,22,11,23,12,24,13,24,14,25,15,26,16,27,16,28,17,29,1,19,1,19,2,20,2,21,3,21,4,22,4,23,5,23,6,24,6,25,8,27,10,28,11,30,12,31,1,13,1,14,2,16,3,17,3,17
1469707231,6,17,7,18,8,19,10,22,11,23,12,24,12,24,14,25,14,26,16,27,16,28,17,29,1,19,1,19,2,20,2,21,3,21,3,22,4,23,5,23,5,24,6,25,8,26,10,28,11,30,12,31,1,13,1,14,2,16,3,17,3,17
1469707241,6,17,7,18,8,19,10,21,11,22,12,23,12,24,13,25,14,26,15,27,16,28,17,29,1,18,1,19,1,20,2,20,3,21,3,22,4,22,5,23,5,24,6,25,8,26,9,28,11,29,12,31,13,32,1,14,2,16,3,16,3,17
1469707251,3,17,4,18,6,19,8,21,9,22,10,23,11,24,12,25,13,26,14,27,15,28,16,29,1,17,1,18,1,19,2,19,2,20,3,21,4,21,4,22,5,23,6,23,7,25,9,27,11,28,12,30,13,31,1,14,2,15,2,16,3,16
1469707261,3,17,4,18,6,19,8,21,9,22,10,23,11,24,12,25,13,26,14,27,15,27,16,28,1,17,1,18,1,19,2,19,2,20,3,21,3,21,4,22,5,23,6,23,7,25,9,27,10,28,12,29,13,31,1,14,1,15,2,16,2,16
1469707271,3,17,4,18,5,19,8,21,9,22,10,23,10,23,12,25,12,25,14,27,14,27,15,28,17,30,1,18,1,18,1,19,2,20,3,20,3,21,4,22,5,22,5,23,7,25,9,27,10,28,11,29,13,30,1,13,1,15,2,16,2,16
1469707281,3,17,4,18,5,19,8,21,9,22,10,23,10,23,12,25,12,25,14,26,14,27,15,28,17,29,1,17,1,18,1,19,2,19,3,20,3,21,4,21,5,22,5,23,7,25,9,26,10,28,11,29,12,30,1,13,1,15,2,16,2,16
1469707291,2,17,3,17,4,18,6,21,8,22,9,23,9,23,10,24,11,25,12,26,13,27,14,28,16,29,1,16,1,17,1,18,2,18,2,19,3,20,4,20,4,21,5,22,7,24,9,26,10,27,11,28,12,29,1,13,1,15,2,16,2,16
1469707301,1,16,3,17,4,18,6,20,7,21,8,22,9,22,10,24,11,24,12,26,13,26,14,27,15,29,1,16,1,17,1,18,1,18,2,19,3,20,3,20,4,21,5,22,7,24,8,25,10,27,11,28,12,29,13,30,1,15,1,15,1,16
1469707311,1,16,2,16,4,18,6,20,7,21,8,22,9,22,10,23,11,24,12,25,13,26,14,27,15,28,16,29,1,17,1,17,1,18,2,19,3,19,3,20,4,21,5,22,6,23,8,25,10,27,11,28,12,29,13,30,1,14,1,15,1,15
1469707321,1,15,2,16,3,17,5,19,7,20,8,21,8,22,9,23,10,24,11,25,12,26,13,26,15,28,15,29,1,16,1,17,1,17,2,18,2,19,3,19,4,20,5,21,6,23,8,25,9,26,11,27,12,28,13,29,14,31,1,15,1,15
1469707331,1,15,2,16,3,17,5,19,6,20,7,21,8,22,9,23,10,23,11,25,12,25,13,26,14,28,15,28,1,16,1,17,1,17,2,18,2,19,3,19,4,20,4,21,6,23,8,24,9,26,10,27,12,28,12,29,14,31,1,15,1,15
1469707341,1,15,2,16,3,17,5,19,6,20,7,21,8,21,9,23,10,23,11,25,12,25,13,26,14,28,15,28,1,16,1,16,1,17,2,18,2,18,3,19,4,20,4,21,6,22,8,24,9,26,10,27,11,28,12,29,14,30,1,15,1,15
1469707351,1,14,1,15,2,16,5,18,6,19,7,20,7,21,9,22,9,23,11,24,11,25,12,26,14,27,14,28,1,15,1,16,1,17,1,17,2,18,3,19,3,19,4,20,6,22,8,24,9,25,10,26,11,27,12,28,14,30,1,15,1,15
1469707361,1,14,1,15,2,16,5,18,6,19,7,20,7,21,8,22,9,23,10,24,11,25,12,26,14,27,14,28,1,15,1,16,1,16,1,17,2,18,2,18,3,19,4,20,6,22,7,23,9,25,10,26,11,27,12,28,14,30,1,14,1,15
1469707371,1,14,1,15,2,16,4,18,5,19,6,20,7,21,8,22,9,22,10,24,11,24,12,25,13,27,14,28,1,15,1,16,1,16,1,17,2,18,3,18,3,19,4,20,6,21,7,23,9,25,10,26,11,27,12,28,13,30,1,14,1,14
1469707381,1,14,1,15,2,16,4,18,5,19,6,20,7,20,8,22,9,22,10,24,10,24,11,25,13,27,14,27,1,14,1,15,1,16,1,16,2,17,2,18,3,19,4,19,5,21,7,23,9,24,10,25,11,27,12,28,13,29,1,14,1,14
1469707391,1,13,1,14,1,15,4,18,5,19,6,20,6,20,8,21,8,22,10,23,10,24,11,25,13,26,14,27,14,28,1,15,1,16,1,16,2,17,2,18,3,18,4,19,5,21,7,23,9,24,10,25,11,26,12,27,13,29,1,14,1,14
1469707401,1,13,1,14,1,15,4,17,5,18,6,19,6,20,7,21,8,22,9,23,10,24,11,25,1,13,1,13,2,14,1,3,1,4,1,4,1,5,2,6,3,6,4,7,5,9,7,10,8,12,10,13,11,14,12,15,13,16,14,17,14,17
1469707411,1,13,1,14,1,15,4,17,5,18,6,19,6,20,7,21,8,22,9,23,10,23,11,24,1,12,1,13,2,14,1,3,1,3,1,4,1,5,2,5,3,6,3,7,5,9,7,10,8,12,9,13,10,14,11,15,13,16,14,17,14,17
1469707421,1,13,1,14,1,15,3,17,4,18,5,19,6,19,7,21,8,21,9,23,10,23,11,24,1,12,1,13,2,14,1,3,1,3,1,4,1,5,2,5,3,6,3,7,5,8,7,10,8,12,9,13,10,14,11,15,13,16,14,17,14,17
1469707431,12,27,1,13,1,14,3,17,4,18,5,19,6,19,7,20,8,21,9,22,10,23,11,24,1,12,1,13,2,14,3,14,1,3,1,4,1,4,2,5,3,6,3,7,5,8,7,10,8,12,9,13,10,14,11,15,13,16,14,17,14,17
1469707441,12,27,1,13,1,14,3,17,4,18,5,19,6,19,7,20,7,21,9,22,9,23,10,24,1,12,1,13,2,13,2,14,1,3,1,4,1,4,2,5,2,6,3,6,5,8,7,10,8,11,9,12,10,14,11,15,12,16,13,17,14,17
1469707451,12,27,1,13,1,14,3,16,4,17,5,18,5,19,7,20,7,21,9,22,9,23,10,24,1,12,1,12,2,13,2,14,1,3,1,4,1,4,2,5,2,6,3,6,5,8,6,10,8,11,9,12,10,13,11,14,12,16,13,17,13,17
1469707461,12,27,1,13,1,14,3,16,4,17,5,18,5,19,6,20,7,21,8,22,9,22,10,23,1,11,1,12,2,13,2,14,1,3,1,4,1,4,1,5,2,6,3,6,5,8,6,10,8,11,9,12,10,14,11,14,12,16,13,17,13,17
1469707471,12,27,1,13,1,14,2,16,4,17,4,18,5,18,6,20,7,20,8,22,9,22,10,23,1,11,1,12,2,13,2,13,1,3,1,4,1,4,1,5,2,6,3,6,4,8,6,10,8,11,9,12,10,13,11,14,12,16,13,17,13,17
1469707481,12,27,13,28,1,14,2,16,3,17,4,18,5,18,6,20,7,20,8,22,9,22,10,23,1,11,1,12,2,13,2,13,1,3,1,3,1,4,1,5,2,5,3,6,4,8,6,10,7,11,9,12,10,13,11,14,12,15,13,16,13,17
1469707491,11,26,12,27,1,13,2,16,3,17,4,18,5,18,6,19,7,20,8,21,9,22,9,23,1,11,1,12,2,13,2,13,3,14,1,4,1,4,1,5,2,6,2,6,4,8,6,10,7,11,8,12,10,13,10,14,12,16,13,17,13,17
1469707501,11,26,12,27,1,13,2,15,3,16,4,17,5,18,6,19,6,20,8,21,8,22,9,23,1,11,1,12,2,12,2,13,3,14,1,4,1,4,1,5,2,6,2,6,4,8,6,10,7,11,8,12,9,13,10,14,12,15,13,16,13,17
1469707511,11,26,12,27,1,13,2,15,3,16,4,17,4,18,6,19,6,20,8,21,8,22,9,23,1,11,1,11,1,12,2,13,3,13,1,3,1,4,1,5,1,5,2,6,4,8,6,9,7,11,8,12,9,13,10,14,11,15,12,16,13,16
1469707521,11,26,12,27,1,13,2,15,3,16,4,17,4,18,5,19,6,20,7,21,8,21,9,22,1,11,1,11,1,12,2,13,2,13,1,3,1,4,1,4,1,5,2,6,4,7,5,9,7,11,8,12,9,13,10,14,11,15,12,16,12,16
1469707531,11,26,12,27,1,13,2,15,3,16,4,17,4,17,5,19,6,19,7,21,8,21,9,22,1,10,1,11,2,12,2,13,3,13,1,4,1,4,1,5,1,5,2,6,3,8,5,9,7,11,8,12,9,13,10,14,11,15,12,16,12,16
1469707541,11,26,11,27,1,13,2,15,3,16,4,17,4,17,5,18,6,19,7,20,8,21,9,22,1,10,1,11,1,12,2,12,3,13,3,14,1,4,1,5,1,5,2,6,3,8,5,9,6,11,8,12,9,13,10,14,11,15,12,16,12,16
1469707551,10,26,11,26,12,27,2,15,3,16,3,17,4,17,5,18,6,19,7,20,8,21,9,22,1,10,1,11,1,12,2,12,2,13,3,14,1,4,1,4,1,5,2,6,3,7,5,9,6,11,8,12,9,13,10,14,11,15,12,16,12,16
1469707561,10,25,11,26,12,27,1,14,2,15,3,16,4,17,5,18,6,19,7,20,8,21,8,22,1,10,1,11,2,12,2,12,3,13,4,14,1,4,1,5,1,5,1,6,3,8,5,9,6,11,7,12,8,13,9,14,11,15,12,16,12,16
1469707571,10,25,11,26,12,27,1,14,2,15,3,16,4,17,5,18,6,19,7,20,7,21,8,21,1,10,1,10,1,11,2,12,3,13,3,13,1,4,1,5,1,5,1,6,3,8,5,9,6,11,7,12,8,13,9,14,11,15,11,16,12,16
1469707581,10,25,11,26,12,27,1,14,2,15,3,16,3,17,5,18,5,18,7,20,7,20,8,21,1,10,1,10,1,11,2,12,2,12,3,13,4,14,1,4,1,5,1,6,3,7,5,9,6,11,7,12,8,13,9,14,10,15,11,16,12,16
1469707591,10,25,11,26,12,27,1,14,2,15,3,16,3,16,5,18,5,18,6,20,7,20,8,21,1,9,1,10,2,11,2,12,3,12,4,13,4,14,1,5,1,6,1,6,3,8,4,9,6,11,7,12,8,13,9,14,10,15,11,16,11,16
1469707601,10,25,10,26,12,27,1,14,2,15,3,16,3,16,4,17,5,18,6,19,7,20,8,21,1,9,1,10,1,11,2,12,3,12,3,13,4,13,5,14,1,5,1,6,3,8,4,9,6,11,7,12,8,13,9,14,10,15,11,16,11,16
1469707611,9,25,10,26,11,27,1,14,1,15,2,16,3,16,4,17,5,18,6,19,6,20,7,21,1,9,1,10,1,11,2,11,2,12,3,13,4,13,4,14,1,5,1,6,2,7,4,9,6,11,7,12,8,13,9,14,10,15,11,16,11,16
1469707621,9,24,10,25,11,26,1,13,1,14,2,15,2,16,4,17,4,18,6,19,6,20,7,21,1,9,1,9,2,10,2,11,3,12,4,12,4,13,5,14,1,6,1,6,2,8,4,9,5,11,6,12,8,13,8,14,10,15,11,16,11,16
1469707631,9,24,10,25,11,26,1,13,1,14,2,15,2,16,4,17,4,18,6,19,6,19,7,20,1,9,1,9,2,10,2,11,3,11,3,12,4,13,5,13,1,5,1,6,2,8,4,9,5,11,6,12,7,13,8,14,10,15,11,16,11,16
1469707641,9,24,10,25,11,26,1,13,1,14,2,15,2,16,3,17,4,17,5,19,6,19,7,20,1,8,1,9,1,10,2,11,2,11,3,12,4,13,4,13,1,5,1,6,2,7,4,9,5,10,6,12,7,13,8,14,10,15,10,16,11,16
1469707651,9,24,10,25,11,26,1,13,1,14,1,15,2,15,3,17,4,17,5,19,6,19,7,20,1,8,1,9,2,10,2,10,3,11,4,12,4,12,5,13,6,14,1,6,2,8,3,9,5,11,6,12,7,13,8,14,9,15,10,16,11,16
1469707661,9,24,9,25,11,26,1,13,1,14,1,15,2,15,3,16,4,17,5,18,5,19,6,20,1,8,1,9,2,10,2,10,3,11,3,12,4,12,5,13,5,14,1,6,2,8,3,9,5,11,6,12,7,13,8,14,9,15,10,16,10,16
1469707671,8,24,9,25,10,26,1,13,1,14,1,15,1,15,3,16,3,17,5,18,5,19,6,20,1,8,1,8,1,9,2,10,3,11,3,11,4,12,4,13,5,13,1,6,1,7,3,9,5,10,6,12,7,13,8,14,9,15,10,16,10,16
1469707681,8,24,9,24,10,26,12,28,1,13,1,14,1,15,3,16,3,17,5,18,5,19,6,20,1,8,1,8,2,9,2,10,3,10,4,11,4,12,5,13,6,13,1,6,1,8,3,9,4,11,6,12,7,13,8,14,9,15,10,16,10,16
1469707691,8,23,9,24,10,25,12,28,1,13,1,14,1,15,2,16,3,17,4,18,5,18,6,19,1,7,1,8,2,9,2,10,3,10,3,11,4,12,5,12,5,13,6,14,1,8,3,9,4,11,5,12,7,13,7,14,9,15,10,16,10,16
1469707701,8,23,9,24,10,25,12,27,1,13,1,14,1,14,2,16,3,16,4,18,5,18,6,19,1,7,1,8,1,9,2,9,3,10,3,11,4,11,4,12,5,13,6,14,1,7,3,9,4,10,5,12,6,13,7,14,9,15,10,16,10,16
1469707711,8,23,9,24,10,25,12,27,1,13,1,14,1,14,2,16,3,16,4,17,5,18,6,19,1,7,1,8,2,9,2,9,3,10,4,11,4,11,5,12,6,13,6,14,1,8,2,9,4,11,5,12,6,13,7,14,8,15,9,16,10,16
1469707721,8,23,8,24,10,25,12,27,1,13,1,14,1,14,2,15,3,16,4,17,5,18,6,19,1,7,1,8,2,9,2,9,3,10,3,11,4,11,5,12,5,13,6,13,1,8,2,9,4,11,5,12,6,13,7,14,8,15,9,16,9,16
1469707731,7,23,8,24,9,25,11,27,1,13,1,13,1,14,2,15,3,16,4,17,4,18,5,19,1,7,1,8,1,8,2,9,3,10,3,10,4,11,5,12,5,13,6,13,1,7,2,9,4,10,5,12,6,13,7,14,8,15,9,16,9,16
1469707741,7,23,8,23,9,25,11,27,1,12,1,13,1,14,2,15,3,16,4,17,4,18,5,19,1,7,1,7,2,8,2,9,3,10,4,10,4,11,5,12,6,12,6,13,1,8,2,9,3,11,5,12,6,13,7,14,8,15,9,16,9,16
1469707751,7,22,8,23,9,24,11,27,1,12,1,13,1,14,2,15,2,16,4,17,4,17,5,18,1,7,1,7,2,8,2,9,3,9,3,10,4,11,5,12,5,12,6,13,1,8,2,9,3,11,4,12,5,13,6,14,8,15,9,16,9,16
1469707761,7,22,8,23,9,24,11,26,1,12,1,13,1,13,2,15,2,15,3,17,4,17,5,18,1,6,1,7,1,8,2,9,3,9,3,10,4,11,5,11,5,12,6,13,1,7,2,9,3,10,4,12,5,13,6,14,8,15,9,16,9,16
1469707771,7,22,8,23,9,24,11,26,12,27,1,13,1,13,1,15,2,15,3,16,4,17,5,18,1,6,1,7,1,8,2,9,2,9,3,10,4,11,4,11,5,12,6,13,1,7,1,9,3,10,4,11,5,12,6,13,7,15,8,16,9,16
1469707781,7,22,7,23,9,24,11,26,12,27,13,28,1,13,1,14,2,15,3,16,4,17,5,18,1,6,1,7,2,8,2,8,3,9,3,10,4,10,5,11,5,12,6,12,1,8,1,9,3,11,4,12,5,13,6,14,7,15,8,16,8,16
1469707791,6,22,7,23,8,24,10,26,12,27,12,28,1,13,1,14,2,15,3,16,4,17,4,18,1,6,1,7,1,8,2,8,3,9,3,10,4,10,5,11,5,12,6,12,7,14,1,9,2,10,3,12,5,13,6,14,7,15,8,16,8,16
1469707801,6,21,7,22,8,23,10,26,11,27,12,28,1,13,1,14,1,15,3,16,3,17,4,18,1,6,1,6,1,7,2,8,2,9,3,9,4,10,4,11,5,11,6,12,7,14,1,9,2,10,3,11,4,12,5,13,7,15,8,16,8,16
1469707811,6,21,7,22,8,23,10,25,11,26,12,27,1,13,1,14,1,15,3,16,3,16,4,17,1,6,1,6,2,7,2,8,3,8,3,9,4,10,5,11,5,11,6,12,8,14,1,9,2,11,3,12,4,13,5,14,7,15,7,16,8,16
1469707821,6,21,7,22,8,23,10,25,11,26,12,27,1,12,1,14,1,14,2,16,3,16,4,17,1,5,1,6,1,7,2,8,3,8,3,9,4,10,5,10,5,11,6,12,7,13,1,9,2,11,3,12,4,13,5,14,6,15,7,16,8,16
1469707831,6,21,7,22,8,23,10,25,11,26,12,27,1,12,1,14,1,14,2,15,3,16,4,17,1,5,1,6,1,7,2,8,2,8,3,9,4,10,4,10,5,11,6,12,7,13,1,9,2,10,3,11,4,12,5,13,6,15,7,16,7,16
1469707841,6,21,6,22,8,23,10,25,11,26,12,27,1,12,1,13,1,14,2,15,3,16,4,17,1,5,1,6,2,7,2,7,3,8,3,9,4,9,5,10,5,11,6,12,8,13,1,9,2,11,3,12,4,13,5,14,6,15,7,16,7,16
1469707851,5,21,6,22,7,23,9,25,11,26,11,27,1,12,1,13,1,14,2,15,3,16,4,17,1,5,1,6,1,7,2,7,3,8,3,9,4,9,5,10,5,11,6,11,7,13,1,9,1,11,3,12,4,13,5,14,6,15,7,16,7,16
1469707861,5,21,6,21,7,23,9,25,10,26,11,27,1,12,1,13,1,14,2,15,3,16,4,17,1,5,1,6,1,7,2,7,2,8,3,9,4,9,4,10,5,11,6,11,7,13,1,9,1,10,3,11,4,13,5,13,6,15,7,16,7,16
1469707871,5,20,6,21,7,22,9,24,10,26,11,26,1,12,1,13,1,14,2,15,3,15,4,16,1,5,1,6,2,7,2,7,3,8,3,9,4,9,5,10,5,11,6,11,8,13,1,9,1,11,2,12,3,13,4,14,6,15,7,16,7,16
1469707881,5,20,6,21,7,22,9,24,10,25,11,26,1,11,1,13,1,13,2,15,3,15,3,16,1,5,1,6,1,6,2,7,3,8,3,8,4,9,5,10,5,10,6,11,7,13,1,9,1,11,2,12,3,13,4,14,6,15,7,16,7,16
1469707891,5,20,6,21,7,22,9,24,10,25,11,26,1,11,1,13,1,13,2,14,3,15,4,16,1,6,1,6,1,7,2,8,2,8,3,9,4,10,4,10,5,11,6,12,7,13,9,15,1,10,2,11,3,13,4,13,5,15,6,16,6,16
1469707901,5,20,5,21,7,22,9,24,10,25,11,26,1,11,1,12,1,13,2,14,3,15,4,16,1,6,1,6,1,7,2,8,3,8,3,9,4,10,5,10,5,11,6,12,7,13,9,15,1,11,2,12,3,13,4,14,5,15,6,16,6,16
1469707911,4,20,5,21,6,22,8,24,10,25,10,26,11,26,1,12,1,13,2,14,3,15,4,16,1,6,1,7,1,8,2,8,2,9,3,9,4,10,4,11,5,11,6,12,7,14,9,15,1,10,2,12,3,13,4,14,5,15,6,16,6,16
1469707921,4,20,5,20,6,21,8,24,9,25,10,26,11,26,1,12,1,13,2,14,3,15,4,16,1,6,1,7,1,7,2,8,2,9,3,9,4,10,4,11,5,11,6,12,7,13,9,15,1,10,1,11,3,12,3,13,5,15,6,16,6,16
1469707931,4,19,5,20,6,21,8,23,9,24,10,25,11,26,1,12,1,13,2,14,2,14,3,15,1,6,1,6,1,7,2,8,2,8,3,9,4,10,4,10,5,11,6,12,7,13,9,15,1,10,1,11,2,13,3,13,5,15,6,16,6,16
1469707941,4,19,5,20,6,21,8,23,9,24,10,25,10,26,1,12,1,12,2,14,2,14,3,15,6,18,1,7,1,7,2,8,2,9,3,9,4,10,4,11,5,11,6,12,7,14,9,15,1,10,1,11,2,13,3,13,4,15,5,16,6,16
1469707951,4,19,5,20,6,21,8,23,9,24,10,25,10,26,12,27,1,12,1,13,2,14,3,15,6,17,1,6,1,7,1,8,2,9,3,9,3,10,4,11,5,11,5,12,7,14,9,15,1,10,1,11,2,12,3,13,4,15,5,16,5,16
1469707961,4,19,4,20,6,21,8,23,9,24,10,25,10,25,11,27,1,12,1,13,2,14,3,15,6,17,1,6,1,7,1,8,2,8,3,9,3,10,4,10,5,11,5,12,7,13,9,15,1,10,1,11,2,12,3,13,4,14,5,15,5,16
1469707971,3,19,4,20,5,21,7,23,9,24,9,25,10,25,11,26,1,12,1,13,1,14,2,15,5,17,1,6,1,7,1,8,2,8,2,9,3,10,4,10,4,11,5,12,7,13,8,15,10,16,1,11,2,12,3,13,4,14,5,15,5,15
1469707981,3,18,4,19,5,20,7,23,8,24,9,25,10,25,11,26,12,27,1,13,1,14,2,15,5,17,1,6,1,7,1,7,2,8,2,9,3,9,4,10,4,11,5,12,7,13,8,15,10,16,1,11,1,12,2,13,4,14,5,15,5,15
1469707991,3,18,4,19,5,20,7,22,8,23,9,24,10,25,11,26,12,27,1,13,1,13,2,14,5,17,1,6,1,7,1,7,1,8,2,9,3,9,3,10,4,11,5,11,6,13,8,15,10,16,1,11,1,12,2,13,4,14,5,15,5,15
1469708001,3,18,4,19,5,20,7,22,8,23,9,24,9,25,11,26,11,27,1,13,1,13,2,14,5,17,1,5,1,6,1,7,1,8,2,8,3,9,3,10,4,10,5,11,6,13,8,15,10,16,1,11,1,12,2,13,3,14,4,15,5,15
1469708011,3,18,4,19,5,20,7,22,8,23,9,24,9,25,11,26,11,26,1,12,1,13,1,14,5,17,1,5,1,6,1,7,1,7,2,8,3,9,3,9,4,10,5,11,6,12,8,14,10,16,1,11,1,12,2,13,3,14,4,15,4,15
1469708021,3,18,3,19,5,20,7,22,8,23,9,24,9,24,10,26,11,26,12,28,1,13,1,14,4,17,1,5,1,6,1,6,1,7,2,8,3,8,3,9,4,10,5,11,6,12,8,14,9,16,1,11,1,12,2,13,3,14,4,15,4,15
1469708031,2,18,3,18,4,20,6,22,8,23,8,24,9,24,10,25,11,26,12,27,1,13,1,14,4,16,1,5,1,6,1,6,1,7,2,8,2,8,3,9,4,10,4,10,6,12,8,14,9,15,10,16,1,11,1,12,3,14,4,15,4,15
1469708041,2,17,3,18,4,19,6,21,7,22,8,23,9,24,10,25,11,26,12,27,1,13,1,13,4,16,1,5,1,5,1,6,1,7,2,7,3,8,3,9,4,10,5,10,6,12,8,14,9,15,11,16,1,12,1,13,2,14,3,15,4,15
1469708051,2,17,3,18,4,19,6,21,7,22,8,23,9,24,10,25,11,26,12,27,1,12,1,13,4,16,1,4,1,5,1,6,1,7,2,7,2,8,3,9,4,9,4,10,6,12,8,14,9,15,10,16,1,12,1,12,2,14,3,15,3,15
1469708061,2,17,3,18,4,19,6,21,7,22,8,23,9,23,10,25,10,25,12,26,1,12,1,13,3,16,1,4,1,5,1,6,1,6,2,7,2,8,3,8,4,9,4,10,6,11,8,13,9,15,10,16,11,17,1,12,2,14,3,14,3,15
1469708071,2,17,3,17,4,19,6,21,7,22,8,23,8,23,10,24,10,25,11,26,1,12,1,13,3,16,1,4,1,5,1,6,1,6,2,7,3,8,3,8,4,9,5,10,6,11,8,13,9,15,11,16,12,17,1,12,2,14,3,15,3,15
1469708081,2,16,3,17,4,18,6,21,7,22,8,23,9,23,10,24,10,25,11,26,1,12,1,13,3,16,1,4,1,5,1,5,1,6,2,7,2,7,3,8,4,9,4,10,6,11,8,13,9,15,10,16,11,17,1,12,1,14,2,15,3,15
1469708091,2,16,3,17,4,18,6,20,7,21,8,22,8,23,9,24,10,25,11,26,12,26,1,13,3,16,1,4,1,5,1,5,1,6,2,7,2,7,3,8,4,9,4,10,6,11,8,13,9,14,10,16,11,17,1,12,1,13,2,14,2,15
1469708101,2,16,3,17,4,18,6,20,7,21,8,22,8,22,9,24,10,24,11,26,12,26,1,13,3,16,1,4,1,5,1,5,1,6,2,7,3,7,3,8,4,9,5,9,6,11,8,13,9,14,10,16,12,17,1,12,1,14,2,15,2,15
1469708111,2,16,2,17,3,18,5,20,7,21,7,22,8,22,9,23,10,24,11,25,12,26,1,13,3,15,1,4,1,5,1,5,1,6,2,7,2,7,3,8,4,9,4,9,6,11,8,13,9,14,10,15,11,16,1,12,1,13,2,14,2,15
1469708121,2,16,3,16,4,17,6,20,7,21,8,22,8,22,9,23,10,24,11,25,12,26,1,13,3,16,3,16,4,17,1,5,1,6,1,6,2,7,2,8,3,8,4,9,5,11,7,13,9,14,10,15,11,16,1,12,1,13,2,14,2,14
1469708131,2,15,3,16,4,17,6,19,7,21,8,22,8,22,9,23,10,24,11,25,12,26,13,27,2,15,3,16,4,17,5,18,1,5,1,6,1,7,2,7,3,8,3,9,5,11,7,12,8,14,10,15,11,16,1,12,1,13,2,14,2,14
1469708141,2,15,3,16,4,17,6,19,7,20,8,21,8,22,9,23,10,24,11,25,12,25,13,26,2,16,3,16,4,17,5,18,1,5,1,6,1,7,2,7,2,8,3,9,5,10,7,12,8,14,9,15,10,16,1,11,1,13,1,14,2,14
1469708151,2,15,3,16,4,17,6,19,7,20,8,21,8,22,9,23,10,24,11,25,12,25,13,26,2,15,3,16,4,17,4,18,1,5,1,6,1,6,2,7,2,8,3,9,5,10,7,12,8,13,9,15,10,16,1,11,1,13,1,13,1,14
1469708161,2,15,2,16,3,17,5,19,6,20,7,21,8,22,9,23,10,24,11,25,11,25,12,26,2,15,3,16,4,17,4,18,1,5,1,6,1,6,1,7,2,8,3,8,4,10,6,12,8,13,9,14,10,16,11,16,1,12,1,13,2,13
1469708171,1,15,2,16,3,17,5,19,6,20,7,21,8,22,9,23,10,23,11,25,11,25,12,26,2,15,3,16,3,17,4,17,5,18,1,5,1,6,1,7,2,7,2,8,4,10,6,12,8,13,9,14,10,15,11,16,1,12,1,13,1,13
1469708181,1,15,2,16,3,17,5,19,6,20,7,21,8,21,9,23,9,23,11,24,11,25,12,26,2,15,2,16,3,17,4,17,4,18,1,5,1,6,1,7,2,7,2,8,4,10,6,11,7,13,9,14,10,15,11,16,1,12,1,13,1,13
1469708191,1,15,2,16,3,17,5,19,6,20,7,21,8,21,9,23,9,23,10,24,11,25,12,26,1,15,2,16,3,17,4,17,4,18,1,5,1,6,1,6,2,7,2,8,4,9,6,11,7,13,8,14,9,15,10,16,1,12,1,13,1,13
1469708201,1,15,2,16,3,17,5,19,6,20,7,21,7,21,9,22,9,23,10,24,11,25,12,26,1,15,2,16,3,16,3,17,4,18,1,5,1,5,1,6,1,7,2,8,4,9,6,11,7,13,8,14,9,15,10,16,1,12,1,13,1,13
1469708211,1,15,2,15,3,17,5,19,6,20,7,21,7,21,8,22,9,23,10,24,11,25,12,26,1,15,2,15,3,16,3,17,4,17,1,5,1,5,1,6,1,7,2,7,3,9,5,11,7,12,8,14,9,15,10,16,1,11,1,12,1,13
1469708221,1,14,1,15,2,16,5,18,6,20,7,20,7,21,8,22,9,23,10,24,11,25,11,26,1,15,2,15,2,16,3,17,4,17,4,18,1,5,1,6,1,7,2,7,3,9,5,11,7,12,8,13,9,14,10,15,11,17,1,12,1,12
1469708231,1,14,1,15,2,16,4,18,6,19,6,20,7,21,8,22,9,23,10,24,11,24,11,25,1,14,2,15,2,16,3,17,3,17,4,18,1,5,1,6,1,6,2,7,3,9,5,11,7,12,8,13,9,14,10,15,11,16,1,12,1,12
1469708241,1,14,1,15,2,16,4,18,5,19,6,20,7,21,8,22,9,22,10,24,10,24,11,25,1,14,1,15,2,16,3,16,3,17,4,18,1,5,1,5,1,6,1,7,3,8,5,10,6,12,8,13,9,14,10,15,11,16,1,12,1,12
1469708251,1,14,1,15,2,16,4,18,5,19,6,20,7,21,8,22,8,22,10,24,10,24,11,25,1,14,1,15,2,16,3,16,3,17,4,18,1,5,1,5,1,6,1,7,3,8,5,10,6,12,7,13,8,14,9,15,11,16,1,12,1,12
1469708261,1,14,1,15,2,16,4,18,5,19,6,20,6,20,8,22,8,22,9,23,10,24,11,25,1,14,1,15,2,16,2,16,3,17,4,17,4,18,1,5,1,6,1,7,3,8,5,10,6,11,7,13,8,14,9,15,11,16,1,12,1,12
